지역,월,일시,시간,승차,하차,전체
경기도 고양시 일산동구 백석2동,1,주말,주간,4851 ,2563 ,7414 
경기도 고양시 일산동구 백석2동,1,주말,전일,6521 ,3603 ,10124 
경기도 고양시 일산서구 일산1동,1,평일,04시~05시,2 ,-,2 
경기도 고양시 일산서구 일산1동,1,평일,05시~06시,19 ,3 ,22 
경기도 고양시 일산서구 일산1동,1,평일,06시~07시,105 ,35 ,140 
경기도 고양시 일산서구 일산1동,1,평일,07시~08시,219 ,49 ,268 
경기도 고양시 일산서구 일산1동,1,평일,08시~09시,377 ,178 ,555 
경기도 고양시 일산서구 일산1동,1,평일,09시~10시,166 ,127 ,293 
경기도 고양시 일산서구 일산1동,1,평일,10시~11시,215 ,124 ,339 
경기도 고양시 일산서구 일산1동,1,평일,11시~12시,168 ,167 ,335 
경기도 고양시 일산서구 일산1동,1,평일,12시~13시,196 ,185 ,381 
경기도 고양시 일산서구 일산1동,1,평일,13시~14시,195 ,119 ,314 
경기도 고양시 일산서구 일산1동,1,평일,14시~15시,193 ,128 ,321 
경기도 고양시 일산서구 일산1동,1,평일,15시~16시,219 ,198 ,417 
경기도 고양시 일산서구 일산1동,1,평일,16시~17시,134 ,188 ,322 
경기도 고양시 일산서구 일산1동,1,평일,17시~18시,148 ,193 ,341 
경기도 고양시 일산서구 일산1동,1,평일,18시~19시,146 ,236 ,382 
경기도 고양시 일산서구 일산1동,1,평일,19시~20시,64 ,223 ,287 
경기도 고양시 일산서구 일산1동,1,평일,20시~21시,67 ,162 ,229 
경기도 고양시 일산서구 일산1동,1,평일,21시~22시,53 ,162 ,215 
경기도 고양시 일산서구 일산1동,1,평일,22시~23시,25 ,153 ,178 
경기도 고양시 일산서구 일산1동,1,평일,23시~24시,21 ,88 ,109 
경기도 고양시 일산서구 일산1동,1,평일,00시~01시,4 ,20 ,24 
경기도 고양시 일산서구 일산1동,1,평일,주간,2376 ,1892 ,4268 
경기도 고양시 일산서구 일산1동,1,평일,전일,2736 ,2738 ,5474 
경기도 고양시 일산서구 일산1동,1,주말,04시~05시,1 ,-,1 
경기도 고양시 일산서구 일산1동,1,주말,05시~06시,11 ,4 ,15 
경기도 고양시 일산서구 일산1동,1,주말,06시~07시,57 ,33 ,90 
경기도 고양시 일산서구 일산1동,1,주말,07시~08시,73 ,27 ,100 
경기도 고양시 일산서구 일산1동,1,주말,08시~09시,140 ,49 ,189 
경기도 고양시 일산서구 일산1동,1,주말,09시~10시,159 ,37 ,196 
경기도 고양시 일산서구 일산1동,1,주말,10시~11시,137 ,68 ,205 
경기도 고양시 일산서구 일산1동,1,주말,11시~12시,146 ,88 ,234 
경기도 고양시 일산서구 일산1동,1,주말,12시~13시,137 ,89 ,226 
경기도 고양시 일산서구 일산1동,1,주말,13시~14시,118 ,97 ,215 
경기도 고양시 일산서구 일산1동,1,주말,14시~15시,109 ,107 ,216 
경기도 고양시 일산서구 일산1동,1,주말,15시~16시,108 ,107 ,215 
경기도 고양시 일산서구 일산1동,1,주말,16시~17시,83 ,148 ,231 
경기도 고양시 일산서구 일산1동,1,주말,17시~18시,118 ,145 ,263 
경기도 고양시 일산서구 일산1동,1,주말,18시~19시,121 ,158 ,279 
경기도 고양시 일산서구 일산1동,1,주말,19시~20시,63 ,107 ,170 
경기도 고양시 일산서구 일산1동,1,주말,20시~21시,42 ,108 ,150 
경기도 고양시 일산서구 일산1동,1,주말,21시~22시,41 ,133 ,174 
경기도 고양시 일산서구 일산1동,1,주말,22시~23시,37 ,148 ,185 
경기도 고양시 일산서구 일산1동,1,주말,23시~24시,20 ,86 ,106 
경기도 고양시 일산서구 일산1동,1,주말,00시~01시,5 ,23 ,28 
경기도 고양시 일산서구 일산1동,1,주말,주간,1449 ,1120 ,2569 
경기도 고양시 일산서구 일산1동,1,주말,전일,1726 ,1762 ,3488 
경기도 고양시 일산서구 일산2동,1,평일,01시~02시,-,1 ,1 
경기도 고양시 일산서구 일산2동,1,평일,04시~05시,17 ,1 ,18 
경기도 고양시 일산서구 일산2동,1,평일,05시~06시,84 ,31 ,115 
경기도 고양시 일산서구 일산2동,1,평일,06시~07시,286 ,72 ,358 
경기도 고양시 일산서구 일산2동,1,평일,07시~08시,554 ,224 ,778 
경기도 고양시 일산서구 일산2동,1,평일,08시~09시,657 ,338 ,995 
경기도 고양시 일산서구 일산2동,1,평일,09시~10시,547 ,300 ,847 
경기도 고양시 일산서구 일산2동,1,평일,10시~11시,484 ,323 ,807 
경기도 고양시 일산서구 일산2동,1,평일,11시~12시,439 ,394 ,833 
경기도 고양시 일산서구 일산2동,1,평일,12시~13시,522 ,403 ,925 
경기도 고양시 일산서구 일산2동,1,평일,13시~14시,521 ,367 ,888 
경기도 고양시 일산서구 일산2동,1,평일,14시~15시,486 ,395 ,881 
경기도 고양시 일산서구 일산2동,1,평일,15시~16시,534 ,409 ,943 
경기도 고양시 일산서구 일산2동,1,평일,16시~17시,473 ,406 ,879 
경기도 고양시 일산서구 일산2동,1,평일,17시~18시,502 ,396 ,898 
경기도 고양시 일산서구 일산2동,1,평일,18시~19시,487 ,502 ,989 
경기도 고양시 일산서구 일산2동,1,평일,19시~20시,280 ,355 ,635 
경기도 고양시 일산서구 일산2동,1,평일,20시~21시,171 ,254 ,425 
경기도 고양시 일산서구 일산2동,1,평일,21시~22시,161 ,291 ,452 
경기도 고양시 일산서구 일산2동,1,평일,22시~23시,135 ,249 ,384 
경기도 고양시 일산서구 일산2동,1,평일,23시~24시,73 ,138 ,211 
경기도 고양시 일산서구 일산2동,1,평일,00시~01시,26 ,30 ,56 
경기도 고양시 일산서구 일산2동,1,평일,주간,6206 ,4457 ,10663 
경기도 고양시 일산서구 일산2동,1,평일,전일,7439 ,5879 ,13318 
경기도 고양시 일산서구 일산2동,1,주말,04시~05시,17 ,2 ,19 
경기도 고양시 일산서구 일산2동,1,주말,05시~06시,75 ,33 ,108 
경기도 고양시 일산서구 일산2동,1,주말,06시~07시,119 ,51 ,170 
경기도 고양시 일산서구 일산2동,1,주말,07시~08시,217 ,93 ,310 
경기도 고양시 일산서구 일산2동,1,주말,08시~09시,351 ,165 ,516 
경기도 고양시 일산서구 일산2동,1,주말,09시~10시,424 ,190 ,614 
경기도 고양시 일산서구 일산2동,1,주말,10시~11시,395 ,166 ,561 
경기도 고양시 일산서구 일산2동,1,주말,11시~12시,379 ,245 ,624 
경기도 고양시 일산서구 일산2동,1,주말,12시~13시,393 ,226 ,619 
경기도 고양시 일산서구 일산2동,1,주말,13시~14시,422 ,259 ,681 
경기도 고양시 일산서구 일산2동,1,주말,14시~15시,351 ,219 ,570 
경기도 고양시 일산서구 일산2동,1,주말,15시~16시,318 ,232 ,550 
경기도 고양시 일산서구 일산2동,1,주말,16시~17시,284 ,273 ,557 
경기도 고양시 일산서구 일산2동,1,주말,17시~18시,274 ,291 ,565 
경기도 고양시 일산서구 일산2동,1,주말,18시~19시,287 ,315 ,602 
경기도 고양시 일산서구 일산2동,1,주말,19시~20시,214 ,208 ,422 
경기도 고양시 일산서구 일산2동,1,주말,20시~21시,146 ,163 ,309 
경기도 고양시 일산서구 일산2동,1,주말,21시~22시,151 ,268 ,419 
경기도 고양시 일산서구 일산2동,1,주말,22시~23시,117 ,229 ,346 
경기도 고양시 일산서구 일산2동,1,주말,23시~24시,69 ,98 ,167 
경기도 고양시 일산서구 일산2동,1,주말,00시~01시,27 ,53 ,80 
경기도 고양시 일산서구 일산2동,1,주말,주간,4095 ,2674 ,6769 
경기도 고양시 일산서구 일산2동,1,주말,전일,5030 ,3779 ,8809 
경기도 고양시 일산서구 일산3동,1,평일,01시~02시,5 ,6 ,11 
경기도 고양시 일산서구 일산3동,1,평일,04시~05시,8 ,2 ,10 
경기도 고양시 일산서구 일산3동,1,평일,05시~06시,75 ,29 ,104 
경기도 고양시 일산서구 일산3동,1,평일,06시~07시,272 ,132 ,404 
경기도 고양시 일산서구 일산3동,1,평일,07시~08시,574 ,382 ,956 
경기도 고양시 일산서구 일산3동,1,평일,08시~09시,861 ,471 ,1332 
경기도 고양시 일산서구 일산3동,1,평일,09시~10시,503 ,275 ,778 
경기도 고양시 일산서구 일산3동,1,평일,10시~11시,345 ,235 ,580 
경기도 고양시 일산서구 일산3동,1,평일,11시~12시,334 ,293 ,627 
경기도 고양시 일산서구 일산3동,1,평일,12시~13시,336 ,378 ,714 
경기도 고양시 일산서구 일산3동,1,평일,13시~14시,369 ,360 ,729 
경기도 고양시 일산서구 일산3동,1,평일,14시~15시,351 ,355 ,706 
경기도 고양시 일산서구 일산3동,1,평일,15시~16시,344 ,403 ,747 
경기도 고양시 일산서구 일산3동,1,평일,16시~17시,417 ,437 ,854 
경기도 고양시 일산서구 일산3동,1,평일,17시~18시,448 ,515 ,963 
경기도 고양시 일산서구 일산3동,1,평일,18시~19시,608 ,599 ,1207 
경기도 고양시 일산서구 일산3동,1,평일,19시~20시,512 ,543 ,1055 
경기도 고양시 일산서구 일산3동,1,평일,20시~21시,337 ,357 ,694 
경기도 고양시 일산서구 일산3동,1,평일,21시~22시,424 ,333 ,757 
경기도 고양시 일산서구 일산3동,1,평일,22시~23시,454 ,370 ,824 
경기도 고양시 일산서구 일산3동,1,평일,23시~24시,124 ,193 ,317 
경기도 고양시 일산서구 일산3동,1,평일,00시~01시,48 ,83 ,131 
경기도 고양시 일산서구 일산3동,1,평일,주간,5490 ,4703 ,10193 
경기도 고양시 일산서구 일산3동,1,평일,전일,7749 ,6751 ,14500 
경기도 고양시 일산서구 일산3동,1,주말,01시~02시,-,11 ,11 
경기도 고양시 일산서구 일산3동,1,주말,04시~05시,4 ,-,4 
경기도 고양시 일산서구 일산3동,1,주말,05시~06시,43 ,19 ,62 
경기도 고양시 일산서구 일산3동,1,주말,06시~07시,73 ,58 ,131 
경기도 고양시 일산서구 일산3동,1,주말,07시~08시,156 ,91 ,247 
경기도 고양시 일산서구 일산3동,1,주말,08시~09시,297 ,183 ,480 
경기도 고양시 일산서구 일산3동,1,주말,09시~10시,359 ,251 ,610 
경기도 고양시 일산서구 일산3동,1,주말,10시~11시,323 ,250 ,573 
경기도 고양시 일산서구 일산3동,1,주말,11시~12시,409 ,264 ,673 
경기도 고양시 일산서구 일산3동,1,주말,12시~13시,424 ,318 ,742 
경기도 고양시 일산서구 일산3동,1,주말,13시~14시,485 ,279 ,764 
경기도 고양시 일산서구 일산3동,1,주말,14시~15시,401 ,315 ,716 
경기도 고양시 일산서구 일산3동,1,주말,15시~16시,389 ,298 ,687 
경기도 고양시 일산서구 일산3동,1,주말,16시~17시,444 ,310 ,754 
경기도 고양시 일산서구 일산3동,1,주말,17시~18시,454 ,346 ,800 
경기도 고양시 일산서구 일산3동,1,주말,18시~19시,448 ,383 ,831 
경기도 고양시 일산서구 일산3동,1,주말,19시~20시,369 ,254 ,623 
경기도 고양시 일산서구 일산3동,1,주말,20시~21시,289 ,256 ,545 
경기도 고양시 일산서구 일산3동,1,주말,21시~22시,237 ,230 ,467 
경기도 고양시 일산서구 일산3동,1,주말,22시~23시,251 ,334 ,585 
경기도 고양시 일산서구 일산3동,1,주말,23시~24시,123 ,211 ,334 
경기도 고양시 일산서구 일산3동,1,주말,00시~01시,37 ,67 ,104 
경기도 고양시 일산서구 일산3동,1,주말,주간,4589 ,3288 ,7877 
경기도 고양시 일산서구 일산3동,1,주말,전일,6015 ,4728 ,10743 
경기도 고양시 일산서구 탄현동,1,평일,01시~02시,-,24 ,24 
경기도 고양시 일산서구 탄현동,1,평일,02시~03시,-,2 ,2 
경기도 고양시 일산서구 탄현동,1,평일,04시~05시,5 ,-,5 
경기도 고양시 일산서구 탄현동,1,평일,05시~06시,95 ,4 ,99 
경기도 고양시 일산서구 탄현동,1,평일,06시~07시,351 ,54 ,405 
경기도 고양시 일산서구 탄현동,1,평일,07시~08시,629 ,153 ,782 
경기도 고양시 일산서구 탄현동,1,평일,08시~09시,660 ,296 ,956 
경기도 고양시 일산서구 탄현동,1,평일,09시~10시,488 ,171 ,659 
경기도 고양시 일산서구 탄현동,1,평일,10시~11시,375 ,150 ,525 
경기도 고양시 일산서구 탄현동,1,평일,11시~12시,392 ,201 ,593 
경기도 고양시 일산서구 탄현동,1,평일,12시~13시,350 ,214 ,564 
경기도 고양시 일산서구 탄현동,1,평일,13시~14시,366 ,264 ,630 
경기도 고양시 일산서구 탄현동,1,평일,14시~15시,320 ,304 ,624 
경기도 고양시 일산서구 탄현동,1,평일,15시~16시,343 ,324 ,667 
경기도 고양시 일산서구 탄현동,1,평일,16시~17시,447 ,400 ,847 
경기도 고양시 일산서구 탄현동,1,평일,17시~18시,348 ,367 ,715 
경기도 고양시 일산서구 탄현동,1,평일,18시~19시,259 ,404 ,663 
경기도 고양시 일산서구 탄현동,1,평일,19시~20시,223 ,440 ,663 
경기도 고양시 일산서구 탄현동,1,평일,20시~21시,168 ,393 ,561 
경기도 고양시 일산서구 탄현동,1,평일,21시~22시,132 ,293 ,425 
경기도 고양시 일산서구 탄현동,1,평일,22시~23시,114 ,326 ,440 
경기도 고양시 일산서구 탄현동,1,평일,23시~24시,60 ,244 ,304 
경기도 고양시 일산서구 탄현동,1,평일,00시~01시,10 ,66 ,76 
경기도 고양시 일산서구 탄현동,1,평일,주간,4977 ,3248 ,8225 
경기도 고양시 일산서구 탄현동,1,평일,전일,6135 ,5094 ,11229 
경기도 고양시 일산서구 탄현동,1,주말,01시~02시,1 ,26 ,27 
경기도 고양시 일산서구 탄현동,1,주말,02시~03시,-,8 ,8 
경기도 고양시 일산서구 탄현동,1,주말,04시~05시,5 ,-,5 
경기도 고양시 일산서구 탄현동,1,주말,05시~06시,59 ,8 ,67 
경기도 고양시 일산서구 탄현동,1,주말,06시~07시,100 ,34 ,134 
경기도 고양시 일산서구 탄현동,1,주말,07시~08시,199 ,46 ,245 
경기도 고양시 일산서구 탄현동,1,주말,08시~09시,310 ,99 ,409 
경기도 고양시 일산서구 탄현동,1,주말,09시~10시,355 ,90 ,445 
경기도 고양시 일산서구 탄현동,1,주말,10시~11시,312 ,130 ,442 
경기도 고양시 일산서구 탄현동,1,주말,11시~12시,362 ,122 ,484 
경기도 고양시 일산서구 탄현동,1,주말,12시~13시,326 ,178 ,504 
경기도 고양시 일산서구 탄현동,1,주말,13시~14시,315 ,197 ,512 
경기도 고양시 일산서구 탄현동,1,주말,14시~15시,288 ,217 ,505 
경기도 고양시 일산서구 탄현동,1,주말,15시~16시,229 ,183 ,412 
경기도 고양시 일산서구 탄현동,1,주말,16시~17시,238 ,287 ,525 
경기도 고양시 일산서구 탄현동,1,주말,17시~18시,246 ,240 ,486 
경기도 고양시 일산서구 탄현동,1,주말,18시~19시,217 ,291 ,508 
경기도 고양시 일산서구 탄현동,1,주말,19시~20시,141 ,250 ,391 
경기도 고양시 일산서구 탄현동,1,주말,20시~21시,103 ,198 ,301 
경기도 고양시 일산서구 탄현동,1,주말,21시~22시,112 ,261 ,373 
경기도 고양시 일산서구 탄현동,1,주말,22시~23시,105 ,285 ,390 
경기도 고양시 일산서구 탄현동,1,주말,23시~24시,32 ,219 ,251 
경기도 고양시 일산서구 탄현동,1,주말,00시~01시,5 ,100 ,105 
경기도 고양시 일산서구 탄현동,1,주말,주간,3397 ,2080 ,5477 
경기도 고양시 일산서구 탄현동,1,주말,전일,4060 ,3469 ,7529 
경기도 고양시 일산서구 주엽1동,1,평일,01시~02시,6 ,18 ,24 
경기도 고양시 일산서구 주엽1동,1,평일,02시~03시,-,3 ,3 
경기도 고양시 일산서구 주엽1동,1,평일,04시~05시,13 ,1 ,14 
경기도 고양시 일산서구 주엽1동,1,평일,05시~06시,103 ,65 ,168 
경기도 고양시 일산서구 주엽1동,1,평일,06시~07시,357 ,197 ,554 
경기도 고양시 일산서구 주엽1동,1,평일,07시~08시,646 ,444 ,1090 
경기도 고양시 일산서구 주엽1동,1,평일,08시~09시,813 ,863 ,1676 
경기도 고양시 일산서구 주엽1동,1,평일,09시~10시,568 ,742 ,1310 
경기도 고양시 일산서구 주엽1동,1,평일,10시~11시,444 ,554 ,998 
경기도 고양시 일산서구 주엽1동,1,평일,11시~12시,711 ,566 ,1277 
경기도 고양시 일산서구 주엽1동,1,평일,12시~13시,612 ,498 ,1110 
경기도 고양시 일산서구 주엽1동,1,평일,13시~14시,597 ,605 ,1202 
경기도 고양시 일산서구 주엽1동,1,평일,14시~15시,601 ,543 ,1144 
경기도 고양시 일산서구 주엽1동,1,평일,15시~16시,730 ,708 ,1438 
경기도 고양시 일산서구 주엽1동,1,평일,16시~17시,820 ,639 ,1459 
경기도 고양시 일산서구 주엽1동,1,평일,17시~18시,778 ,751 ,1529 
경기도 고양시 일산서구 주엽1동,1,평일,18시~19시,923 ,914 ,1837 
경기도 고양시 일산서구 주엽1동,1,평일,19시~20시,776 ,822 ,1598 
경기도 고양시 일산서구 주엽1동,1,평일,20시~21시,668 ,652 ,1320 
경기도 고양시 일산서구 주엽1동,1,평일,21시~22시,468 ,557 ,1025 
경기도 고양시 일산서구 주엽1동,1,평일,22시~23시,557 ,522 ,1079 
경기도 고양시 일산서구 주엽1동,1,평일,23시~24시,267 ,357 ,624 
경기도 고양시 일산서구 주엽1동,1,평일,00시~01시,60 ,118 ,178 
경기도 고양시 일산서구 주엽1동,1,평일,주간,8243 ,7827 ,16070 
경기도 고양시 일산서구 주엽1동,1,평일,전일,11518 ,11139 ,22657 
경기도 고양시 일산서구 주엽1동,1,주말,01시~02시,8 ,32 ,40 
경기도 고양시 일산서구 주엽1동,1,주말,02시~03시,2 ,4 ,6 
경기도 고양시 일산서구 주엽1동,1,주말,04시~05시,12 ,3 ,15 
경기도 고양시 일산서구 주엽1동,1,주말,05시~06시,77 ,62 ,139 
경기도 고양시 일산서구 주엽1동,1,주말,06시~07시,143 ,131 ,274 
경기도 고양시 일산서구 주엽1동,1,주말,07시~08시,215 ,209 ,424 
경기도 고양시 일산서구 주엽1동,1,주말,08시~09시,318 ,387 ,705 
경기도 고양시 일산서구 주엽1동,1,주말,09시~10시,462 ,547 ,1009 
경기도 고양시 일산서구 주엽1동,1,주말,10시~11시,394 ,476 ,870 
경기도 고양시 일산서구 주엽1동,1,주말,11시~12시,525 ,502 ,1027 
경기도 고양시 일산서구 주엽1동,1,주말,12시~13시,628 ,501 ,1129 
경기도 고양시 일산서구 주엽1동,1,주말,13시~14시,637 ,554 ,1191 
경기도 고양시 일산서구 주엽1동,1,주말,14시~15시,563 ,490 ,1053 
경기도 고양시 일산서구 주엽1동,1,주말,15시~16시,650 ,522 ,1172 
경기도 고양시 일산서구 주엽1동,1,주말,16시~17시,685 ,543 ,1228 
경기도 고양시 일산서구 주엽1동,1,주말,17시~18시,716 ,567 ,1283 
경기도 고양시 일산서구 주엽1동,1,주말,18시~19시,654 ,633 ,1287 
경기도 고양시 일산서구 주엽1동,1,주말,19시~20시,495 ,493 ,988 
경기도 고양시 일산서구 주엽1동,1,주말,20시~21시,433 ,406 ,839 
경기도 고양시 일산서구 주엽1동,1,주말,21시~22시,400 ,377 ,777 
경기도 고양시 일산서구 주엽1동,1,주말,22시~23시,396 ,440 ,836 
경기도 고양시 일산서구 주엽1동,1,주말,23시~24시,219 ,293 ,512 
경기도 고양시 일산서구 주엽1동,1,주말,00시~01시,66 ,154 ,220 
경기도 고양시 일산서구 주엽1동,1,주말,주간,6447 ,5931 ,12378 
경기도 고양시 일산서구 주엽1동,1,주말,전일,8698 ,8326 ,17024 
경기도 고양시 일산서구 주엽2동,1,평일,01시~02시,-,10 ,10 
경기도 고양시 일산서구 주엽2동,1,평일,02시~03시,1 ,2 ,3 
경기도 고양시 일산서구 주엽2동,1,평일,04시~05시,28 ,9 ,37 
경기도 고양시 일산서구 주엽2동,1,평일,05시~06시,120 ,82 ,202 
경기도 고양시 일산서구 주엽2동,1,평일,06시~07시,423 ,214 ,637 
경기도 고양시 일산서구 주엽2동,1,평일,07시~08시,777 ,410 ,1187 
경기도 고양시 일산서구 주엽2동,1,평일,08시~09시,759 ,699 ,1458 
경기도 고양시 일산서구 주엽2동,1,평일,09시~10시,519 ,722 ,1241 
경기도 고양시 일산서구 주엽2동,1,평일,10시~11시,417 ,495 ,912 
경기도 고양시 일산서구 주엽2동,1,평일,11시~12시,471 ,529 ,1000 
경기도 고양시 일산서구 주엽2동,1,평일,12시~13시,524 ,522 ,1046 
경기도 고양시 일산서구 주엽2동,1,평일,13시~14시,515 ,645 ,1160 
경기도 고양시 일산서구 주엽2동,1,평일,14시~15시,437 ,598 ,1035 
경기도 고양시 일산서구 주엽2동,1,평일,15시~16시,485 ,529 ,1014 
경기도 고양시 일산서구 주엽2동,1,평일,16시~17시,595 ,581 ,1176 
경기도 고양시 일산서구 주엽2동,1,평일,17시~18시,663 ,674 ,1337 
경기도 고양시 일산서구 주엽2동,1,평일,18시~19시,677 ,840 ,1517 
경기도 고양시 일산서구 주엽2동,1,평일,19시~20시,466 ,633 ,1099 
경기도 고양시 일산서구 주엽2동,1,평일,20시~21시,405 ,516 ,921 
경기도 고양시 일산서구 주엽2동,1,평일,21시~22시,302 ,379 ,681 
경기도 고양시 일산서구 주엽2동,1,평일,22시~23시,396 ,414 ,810 
경기도 고양시 일산서구 주엽2동,1,평일,23시~24시,136 ,239 ,375 
경기도 고양시 일산서구 주엽2동,1,평일,00시~01시,14 ,76 ,90 
경기도 고양시 일산서구 주엽2동,1,평일,주간,6839 ,7244 ,14083 
경기도 고양시 일산서구 주엽2동,1,평일,전일,9130 ,9818 ,18948 
경기도 고양시 일산서구 주엽2동,1,주말,01시~02시,4 ,25 ,29 
경기도 고양시 일산서구 주엽2동,1,주말,02시~03시,-,4 ,4 
경기도 고양시 일산서구 주엽2동,1,주말,04시~05시,18 ,2 ,20 
경기도 고양시 일산서구 주엽2동,1,주말,05시~06시,75 ,64 ,139 
경기도 고양시 일산서구 주엽2동,1,주말,06시~07시,139 ,107 ,246 
경기도 고양시 일산서구 주엽2동,1,주말,07시~08시,182 ,193 ,375 
경기도 고양시 일산서구 주엽2동,1,주말,08시~09시,306 ,422 ,728 
경기도 고양시 일산서구 주엽2동,1,주말,09시~10시,393 ,571 ,964 
경기도 고양시 일산서구 주엽2동,1,주말,10시~11시,435 ,508 ,943 
경기도 고양시 일산서구 주엽2동,1,주말,11시~12시,528 ,544 ,1072 
경기도 고양시 일산서구 주엽2동,1,주말,12시~13시,600 ,567 ,1167 
경기도 고양시 일산서구 주엽2동,1,주말,13시~14시,594 ,606 ,1200 
경기도 고양시 일산서구 주엽2동,1,주말,14시~15시,541 ,507 ,1048 
경기도 고양시 일산서구 주엽2동,1,주말,15시~16시,549 ,457 ,1006 
경기도 고양시 일산서구 주엽2동,1,주말,16시~17시,572 ,477 ,1049 
경기도 고양시 일산서구 주엽2동,1,주말,17시~18시,570 ,486 ,1056 
경기도 고양시 일산서구 주엽2동,1,주말,18시~19시,563 ,522 ,1085 
경기도 고양시 일산서구 주엽2동,1,주말,19시~20시,357 ,389 ,746 
경기도 고양시 일산서구 주엽2동,1,주말,20시~21시,338 ,378 ,716 
경기도 고양시 일산서구 주엽2동,1,주말,21시~22시,278 ,312 ,590 
경기도 고양시 일산서구 주엽2동,1,주말,22시~23시,311 ,326 ,637 
경기도 고양시 일산서구 주엽2동,1,주말,23시~24시,110 ,222 ,332 
경기도 고양시 일산서구 주엽2동,1,주말,00시~01시,32 ,102 ,134 
경기도 고양시 일산서구 주엽2동,1,주말,주간,5833 ,5860 ,11693 
경기도 고양시 일산서구 주엽2동,1,주말,전일,7495 ,7791 ,15286 
경기도 고양시 일산서구 대화동,1,평일,01시~02시,23 ,29 ,52 
경기도 고양시 일산서구 대화동,1,평일,02시~03시,2 ,14 ,16 
경기도 고양시 일산서구 대화동,1,평일,04시~05시,10 ,3 ,13 
경기도 고양시 일산서구 대화동,1,평일,05시~06시,188 ,326 ,514 
경기도 고양시 일산서구 대화동,1,평일,06시~07시,757 ,1185 ,1942 
경기도 고양시 일산서구 대화동,1,평일,07시~08시,1674 ,2661 ,4335 
경기도 고양시 일산서구 대화동,1,평일,08시~09시,1943 ,2564 ,4507 
경기도 고양시 일산서구 대화동,1,평일,09시~10시,1418 ,1940 ,3358 
경기도 고양시 일산서구 대화동,1,평일,10시~11시,1120 ,1386 ,2506 
경기도 고양시 일산서구 대화동,1,평일,11시~12시,1093 ,1450 ,2543 
경기도 고양시 일산서구 대화동,1,평일,12시~13시,1355 ,1291 ,2646 
경기도 고양시 일산서구 대화동,1,평일,13시~14시,1342 ,1342 ,2684 
경기도 고양시 일산서구 대화동,1,평일,14시~15시,1311 ,1254 ,2565 
경기도 고양시 일산서구 대화동,1,평일,15시~16시,1444 ,1399 ,2843 
경기도 고양시 일산서구 대화동,1,평일,16시~17시,1590 ,1377 ,2967 
경기도 고양시 일산서구 대화동,1,평일,17시~18시,1836 ,1578 ,3414 
경기도 고양시 일산서구 대화동,1,평일,18시~19시,2189 ,1897 ,4086 
경기도 고양시 일산서구 대화동,1,평일,19시~20시,1906 ,1494 ,3400 
경기도 고양시 일산서구 대화동,1,평일,20시~21시,1575 ,1210 ,2785 
경기도 고양시 일산서구 대화동,1,평일,21시~22시,1281 ,1080 ,2361 
경기도 고양시 일산서구 대화동,1,평일,22시~23시,1387 ,984 ,2371 
경기도 고양시 일산서구 대화동,1,평일,23시~24시,770 ,568 ,1338 
경기도 고양시 일산서구 대화동,1,평일,00시~01시,227 ,191 ,418 
경기도 고양시 일산서구 대화동,1,평일,주간,18315 ,20139 ,38454 
경기도 고양시 일산서구 대화동,1,평일,전일,26441 ,27223 ,53664 
경기도 고양시 일산서구 대화동,1,주말,01시~02시,26 ,62 ,88 
경기도 고양시 일산서구 대화동,1,주말,02시~03시,1 ,11 ,12 
경기도 고양시 일산서구 대화동,1,주말,04시~05시,14 ,2 ,16 
경기도 고양시 일산서구 대화동,1,주말,05시~06시,129 ,176 ,305 
경기도 고양시 일산서구 대화동,1,주말,06시~07시,371 ,448 ,819 
경기도 고양시 일산서구 대화동,1,주말,07시~08시,586 ,729 ,1315 
경기도 고양시 일산서구 대화동,1,주말,08시~09시,874 ,1074 ,1948 
경기도 고양시 일산서구 대화동,1,주말,09시~10시,1182 ,1549 ,2731 
경기도 고양시 일산서구 대화동,1,주말,10시~11시,1011 ,1314 ,2325 
경기도 고양시 일산서구 대화동,1,주말,11시~12시,1159 ,1513 ,2672 
경기도 고양시 일산서구 대화동,1,주말,12시~13시,1193 ,1359 ,2552 
경기도 고양시 일산서구 대화동,1,주말,13시~14시,1143 ,1362 ,2505 
경기도 고양시 일산서구 대화동,1,주말,14시~15시,1198 ,1302 ,2500 
경기도 고양시 일산서구 대화동,1,주말,15시~16시,1298 ,1324 ,2622 
경기도 고양시 일산서구 대화동,1,주말,16시~17시,1321 ,1365 ,2686 
경기도 고양시 일산서구 대화동,1,주말,17시~18시,1429 ,1445 ,2874 
경기도 고양시 일산서구 대화동,1,주말,18시~19시,1540 ,1505 ,3045 
경기도 고양시 일산서구 대화동,1,주말,19시~20시,1314 ,1031 ,2345 
경기도 고양시 일산서구 대화동,1,주말,20시~21시,1146 ,1046 ,2192 
경기도 고양시 일산서구 대화동,1,주말,21시~22시,1226 ,939 ,2165 
경기도 고양시 일산서구 대화동,1,주말,22시~23시,1077 ,877 ,1954 
경기도 고양시 일산서구 대화동,1,주말,23시~24시,767 ,547 ,1314 
경기도 고양시 일산서구 대화동,1,주말,00시~01시,157 ,232 ,389 
경기도 고양시 일산서구 대화동,1,주말,주간,13934 ,15841 ,29775 
경기도 고양시 일산서구 대화동,1,주말,전일,20162 ,21212 ,41374 
경기도 고양시 일산서구 송포동,1,평일,01시~02시,-,26 ,26 
경기도 고양시 일산서구 송포동,1,평일,02시~03시,-,8 ,8 
