시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경기도 고양덕양구 관산동,981,981,0,신성,84.87,201910,25,25000 ,12,1998,통일로 749-7
경기도 고양덕양구 관산동,126,126,0,유승(126),115.11,201811,21,26000 ,8,2000,통일로742번길 63
경기도 고양덕양구 관산동,126,126,0,유승(126),84.98,201901,18,23000 ,19,2000,통일로742번길 63
경기도 고양덕양구 관산동,126,126,0,유승(126),59.94,201905,24,17200 ,5,2000,통일로742번길 63
경기도 고양덕양구 관산동,126,126,0,유승(126),59.94,201905,24,18000 ,4,2000,통일로742번길 63
경기도 고양덕양구 관산동,126,126,0,유승(126),84.98,201907,22,22000 ,4,2000,통일로742번길 63
경기도 고양덕양구 관산동,126,126,0,유승(126),115.11,201910,14,26300 ,7,2000,통일로742번길 63
경기도 고양덕양구 관산동,134,134,0,윤창,46.71,201910,11,8500 ,3,1989,통일로742번길 52
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.94,201811,14,23300 ,7,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201811,14,28200 ,12,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201811,24,22350 ,13,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201811,29,22500 ,15,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.94,201812,3,23000 ,10,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201812,16,23100 ,12,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201812,22,27000 ,10,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201901,22,27000 ,14,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,75.95,201901,24,26600 ,7,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201901,26,17700 ,1,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201901,30,28800 ,16,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,75.95,201902,17,26800 ,10,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.51,201902,18,23800 ,2,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201903,4,25000 ,7,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201903,6,20000 ,3,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201903,9,26500 ,6,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.51,201903,12,23500 ,1,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201903,14,24900 ,6,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,75.95,201903,18,26500 ,12,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201904,9,27250 ,6,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.71,201904,11,24300 ,1,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201904,18,25000 ,2,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201904,24,25400 ,4,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201904,24,26000 ,16,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201904,29,28000 ,8,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,57.77,201905,1,17000 ,1,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,75.95,201905,3,26200 ,12,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,75.95,201905,30,23500 ,8,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201906,1,22500 ,8,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,75.95,201906,4,25200 ,8,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201906,4,27000 ,13,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201906,17,23550 ,7,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201907,9,21500 ,6,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201907,11,29800 ,12,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,75.95,201908,6,26500 ,4,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201908,12,25000 ,2,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,57.77,201908,14,17500 ,1,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.71,201908,28,25600 ,13,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201908,29,20000 ,18,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.51,201909,2,27500 ,5,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.71,201909,3,28000 ,7,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201909,5,22800 ,15,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201909,25,21500 ,9,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201909,28,27300 ,4,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201910,5,26400 ,9,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201910,16,23500 ,9,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201910,22,19950 ,2,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201910,24,20800 ,15,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201910,28,26250 ,14,2003,통일로802번길 69
경기도 고양덕양구 관산동,338-4,338,4,중앙,57.87,201903,6,11000 ,1,1992,통일로780번길 33
경기도 고양덕양구 관산동,338-4,338,4,중앙,52.29,201903,28,11200 ,1,1992,통일로794번길 24-16
경기도 고양덕양구 관산동,338-4,338,4,중앙,57.87,201906,12,11700 ,2,1992,통일로780번길 33
경기도 고양덕양구 관산동,338-4,338,4,중앙,84.24,201908,16,15000 ,1,1992,통일로794번길 24-16
경기도 고양덕양구 관산동,338-4,338,4,중앙,52.29,201910,31,9600 ,1,1992,통일로794번길 24-16
경기도 고양덕양구 관산동,151,151,0,허스(151),44.46,201812,26,7000 ,2,1987,통일로742번길 42
경기도 고양덕양구 관산동,151,151,0,허스(151),44.46,201907,19,8750 ,2,1987,통일로742번길 42
경기도 고양덕양구 관산동,151,151,0,허스(151),44.46,201910,21,8500 ,4,1987,통일로742번길 42
경기도 고양덕양구 관산동,151-3,151,3,허스(151-3),54.72,201902,18,11000 ,2,1987,통일로742번길 38
경기도 고양덕양구 관산동,151-3,151,3,허스(151-3),54.72,201903,25,9600 ,4,1987,통일로742번길 38
경기도 고양덕양구 관산동,151-3,151,3,허스(151-3),52.56,201904,11,8000 ,3,1987,통일로742번길 38
경기도 고양덕양구 관산동,151-3,151,3,허스(151-3),54.72,201905,23,12000 ,1,1987,통일로742번길 38
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201903,9,51000 ,19,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201905,1,52500 ,23,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201905,3,52500 ,17,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201905,3,52000 ,22,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201905,4,49000 ,16,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201905,6,51000 ,14,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201905,8,47000 ,14,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201905,9,52500 ,23,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201905,29,50000 ,19,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201906,7,54800 ,18,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201908,1,51300 ,5,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201908,6,56200 ,16,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201908,15,53700 ,11,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201908,24,55000 ,5,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201908,27,54000 ,8,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201908,28,55300 ,18,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201908,31,55000 ,19,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201908,31,56200 ,7,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201909,26,55700 ,14,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201910,5,57000 ,22,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201910,11,55850 ,4,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201910,14,54800 ,8,2018,도래울1로 80
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.88,201811,16,43100 ,12,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.79,201811,17,40300 ,1,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201811,17,39000 ,11,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.38,201811,21,42900 ,13,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201812,5,39300 ,22,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201812,10,41700 ,6,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.79,201812,28,41500 ,4,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201812,29,39500 ,2,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.97,201812,29,40400 ,7,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201901,2,41000 ,5,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201901,8,43100 ,9,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201901,14,44000 ,10,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201901,25,37250 ,2,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201902,2,37000 ,11,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201902,12,37750 ,3,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201902,19,40100 ,14,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201902,21,39000 ,2,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.94,201902,25,40000 ,1,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.58,201902,27,40300 ,11,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.38,201903,5,38000 ,1,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.58,201903,14,40100 ,19,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.58,201903,26,39800 ,3,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201903,29,38300 ,11,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201903,30,39000 ,17,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201904,8,39500 ,6,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201904,9,37600 ,22,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.79,201904,11,42000 ,8,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201904,16,40800 ,10,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.97,201904,24,40500 ,9,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201905,9,40500 ,13,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201905,9,42800 ,17,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.79,201905,10,42500 ,10,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201905,18,42300 ,11,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201905,22,39000 ,13,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201906,6,41000 ,15,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.97,201906,14,41500 ,4,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.94,201906,21,42000 ,22,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201906,25,38800 ,11,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201906,26,40000 ,6,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201906,27,38700 ,22,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.58,201907,3,41650 ,7,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201907,9,37500 ,12,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201907,10,40700 ,18,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.79,201907,10,42000 ,17,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201907,11,40700 ,12,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201907,15,42500 ,21,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201908,1,43100 ,7,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.38,201908,7,41000 ,6,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201908,7,40500 ,7,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201908,10,36300 ,3,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201908,12,42100 ,7,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201908,12,38000 ,18,2014,도래울로 85
